Zaman damgası,Pozisyon,Seviye,Deneyim,Teknoloji,Lokasyon (Firma),Çalışma Şekli,Şirket Çalışan Sayısı,Maaş Cinsi,Maaş / Aylık (NET)
23.01.2023 12:11:23,Backend Developer,Senior,10+ Yıl,Java / Spring,Yurtdışı,Hybrid,50-100,Euro,101.000 - 120.000 TL
22.01.2023 21:06:22,Frontend Developer,Senior,10+ Yıl,"React / NextJS, NodeJS, Javascript, Java / Spring, Flutter",Yurtdışı,Remote,50-100,Euro,101.000 - 120.000 TL
22.01.2023 20:53:30,Fullstack Developer,Mid,1-3 Yıl,"React / NextJS, NodeJS, Javascript",Yurtdışı,Hybrid,50-100,Canadian Dolar,101.000 - 120.000 TL
23.01.2023 00:13:25,Fullstack Developer,Junior,1-3 Yıl,"Angular, NodeJS, Javascript",Yurtdışı,Hybrid,50-100,Dolar,21.000 - 25.000 TL
22.01.2023 19:39:41,Frontend Developer,Mid,1-3 Yıl,"React / NextJS, Javascript",Yurtdışı,Hybrid,50-100,Sterlin,31.000 - 35.000 TL
23.01.2023 00:42:11,Fullstack Developer,Mid,1-3 Yıl,"NodeJS, Javascript, React Native",Yurtdışı,Remote,50-100,Sterlin,46.000 - 50.000 TL
22.01.2023 20:04:27,Mobile Developer,Junior,1-3 Yıl,"React / NextJS, Javascript, Flutter",Yurtdışı,Remote,50-100,Euro,71.000 - 80.000 TL
23.01.2023 11:48:23,Analist,Senior,1-3 Yıl,"Figma, Deneyim bu pozisyondaki deneyim, yoksa alan bilgisi var 10 yıllık. Üstüne klasik, Jira, Figma (ve benzerleri), Miro/lucid (ve benzerleri) Confluence, SQL...",Yurtdışı,Remote,50-100,Euro,71.000 - 80.000 TL
22.01.2023 19:02:26,Frontend Developer,Mid,1-3 Yıl,React / NextJS,Yurtdışı,Remote,50-100,Çek Kronu,91.000 - 100.000 TL
22.01.2023 19:27:51,Mobile Developer,Junior,0-1 Yıl,Flutter,Yurtdışı,Remote,50-100,Dolar,5000 - 10.000 TL
22.01.2023 20:16:59,Frontend Developer,Junior,0-1 Yıl,"Angular, Javascript",Yurtdışı,Remote,50-100,Dolar,56.000 - 60.000 TL
